,total_count,neighborhood
3110,1,Troy Hill
3111,1,Central Business District
3112,2,Highland Park
3113,1,
3114,1,Brighton Heights
3115,1,Carrick
3116,1,Beltzhoover
3117,1,North Shore
3118,1,Stanton Heights
3119,1,Carrick
3120,1,Terrace Village
3121,1,Central Business District
3122,1,
3123,1,Elliott
3124,1,East Allegheny
3125,1,Perry South
3126,1,Brookline
3127,1,Highland Park
3128,1,
3129,1,Stanton Heights
3130,1,Hazelwood
3131,1,
3132,1,Homewood South
3133,1,Lower Lawrenceville
3134,1,
3135,1,Crafton Heights
3136,1,
3137,1,East Allegheny
3138,1,Carrick
3139,1,Beltzhoover
3140,1,Lincoln-Lemington-Belmar
3141,2,Fineview
3142,1,Central Business District
3143,1,Allentown
3144,2,Homewood South
3145,1,Overbrook
3146,1,
3147,1,Elliott
3148,2,Crafton Heights
3149,1,Lincoln-Lemington-Belmar
3150,1,South Side Flats
3151,1,
3152,1,Perry South
3153,1,Lincoln-Lemington-Belmar
3154,1,Northview Heights
3155,1,
3156,1,Crafton Heights
3157,1,Homewood South
3158,1,Brookline
3159,1,Perry South
3160,1,Perry South
3161,1,Middle Hill
3162,1,Beltzhoover
3163,1,Marshall-Shadeland
3164,1,Northview Heights
3165,1,North Shore
3166,1,Central Business District
3167,2,Sheraden
3168,1,
3169,1,Squirrel Hill North
3170,2,Central Business District
3171,1,Lincoln-Lemington-Belmar
3172,1,Marshall-Shadeland
3173,1,Highland Park
3174,2,Central Business District
3175,1,Brookline
3176,1,Hays
3177,1,
3178,1,South Side Flats
3179,1,Terrace Village
3180,1,
3181,1,East Allegheny
3182,1,
3183,1,Lincoln-Lemington-Belmar
3184,1,
3185,2,Sheraden
3186,1,Carrick
3187,1,Highland Park
3188,1,Chateau
3189,2,
3190,1,Highland Park
3191,1,Homewood North
3192,1,Bloomfield
3193,1,Sheraden
3194,1,Perry South
3195,1,North Oakland
3196,1,California-Kirkbride
3197,1,East Allegheny
3198,1,Squirrel Hill North
3199,1,Carrick
3200,1,Terrace Village
3201,2,South Side Flats
3202,1,South Side Flats
3203,1,Garfield
3204,1,Carrick
3205,44,Brighton Heights
3206,1,Homewood South
3207,1,
3208,1,Homewood West
3209,2,Beechview
3210,1,Garfield
3211,1,Knoxville
3212,1,Morningside
3213,55,East Liberty
3214,2,Perry South
3215,2,Brighton Heights
3216,1,
3217,1,Crawford-Roberts
3218,1,Perry South
3219,1,Homewood West
3220,1,
3221,1,Northview Heights
3222,1,Strip District
3223,1,South Side Flats
3224,3,Homewood South
3225,1,Spring Hill-City View
3226,1,Crawford-Roberts
3227,1,
3228,1,Overbrook
3229,1,Morningside
3230,2,Sheraden
3231,2,Hazelwood
3232,1,East Hills
3233,1,Mount Oliver Borough
3234,1,
3235,1,
3236,1,Marshall-Shadeland
3237,1,Upper Lawrenceville
3238,1,Lincoln-Lemington-Belmar
3239,1,Perry South
3240,1,Manchester
3241,2,Perry South
3242,1,Terrace Village
3243,1,Beechview
3244,1,Lincoln-Lemington-Belmar
3245,3,Fineview
3246,1,
3247,1,Carrick
3248,2,Upper Hill
3249,1,South Oakland
3250,1,Homewood South
3251,1,Allentown
3252,1,Carrick
3253,2,Middle Hill
3254,1,Carrick
3255,2,Troy Hill
3256,1,
3257,1,East Liberty
3258,3,East Liberty
3259,1,Point Breeze
3260,1,Knoxville
3261,1,Larimer
3262,3,Mount Washington
3263,2,Elliott
3264,1,Larimer
3265,1,
3266,1,Squirrel Hill South
3267,1,North Oakland
3268,1,Central Oakland
3269,1,
3270,1,Homewood South
3271,1,
3272,1,Central Northside
3273,1,Bloomfield
3274,1,Hazelwood
3275,1,Central Business District
3276,1,Central Northside
3277,1,Bloomfield
3278,1,Middle Hill
3279,1,Homewood South
3280,1,Shadyside
3281,2,
3282,1,Lincoln-Lemington-Belmar
3283,1,Allentown
3284,1,Homewood South
3285,1,Knoxville
3286,1,Homewood South
3287,1,Central Business District
3288,1,Perry South
3289,1,Lincoln Place
3290,1,
3291,2,Central Business District
3292,1,East Liberty
3293,1,Carrick
3294,1,Knoxville
3295,1,Knoxville
3296,1,East Liberty
3297,1,California-Kirkbride
3298,1,
3299,1,
3300,1,Highland Park
3301,1,Spring Hill-City View
3302,1,Bedford Dwellings
3303,2,Homewood North
3304,1,Highland Park
3305,1,Sheraden
3306,1,Allentown
3307,1,Bedford Dwellings
3308,1,Brighton Heights
3309,1,Perry North
3310,1,Carrick
3311,1,
3312,3,Squirrel Hill North
3313,2,Knoxville
3314,1,Homewood South
3315,1,Perry South
3316,1,
3317,1,Brighton Heights
3318,1,Perry North
3319,1,Hazelwood
3320,1,
3321,2,Perry South
3322,1,Larimer
3323,1,Carrick
3324,1,Brighton Heights
3325,1,Hazelwood
3326,1,Duquesne Heights
3327,1,Homewood North
3328,1,Carrick
3329,1,
3330,1,Bluff
3331,1,Crafton Heights
3332,3,Swisshelm Park
3333,1,East Liberty
3334,1,Bluff
3335,2,East Hills
3336,1,Knoxville
3337,1,Allegheny Center
3338,1,
3339,1,East Hills
3340,1,Hazelwood
3341,1,
3342,1,North Shore
3343,1,Homewood North
3344,1,
3345,3,
3346,1,Central Business District
3347,1,Mount Washington
3348,1,Highland Park
3349,1,
3350,1,Central Northside
3351,1,Fineview
3352,1,East Hills
3353,1,East Hills
3354,1,East Liberty
3355,1,
3356,1,Lincoln-Lemington-Belmar
3357,1,Allentown
3358,1,Central Lawrenceville
3359,1,Allegheny Center
3360,1,Marshall-Shadeland
3361,1,Lincoln-Lemington-Belmar
3362,1,East Hills
3363,1,
3364,1,South Side Flats
3365,1,Brookline
3366,1,Brookline
3367,1,Stanton Heights
3368,3,Crafton Heights
3369,1,Arlington
3370,1,Homewood South
3371,1,Spring Hill-City View
3372,1,
3373,2,
3374,1,Beechview
3375,1,Beechview
3376,1,
3377,1,North Oakland
3378,1,Troy Hill
3379,1,Terrace Village
3380,1,Fineview
3381,1,Lincoln-Lemington-Belmar
3382,1,Homewood North
3383,1,Marshall-Shadeland
3384,1,Bluff
3385,1,Northview Heights
3386,1,Central Northside
3387,1,Point Breeze North
3388,1,Highland Park
3389,1,South Side Flats
3390,1,
3391,1,
3392,1,Homewood South
3393,1,Marshall-Shadeland
3394,1,Brighton Heights
3395,1,Marshall-Shadeland
3396,1,Upper Hill
3397,1,Homewood South
3398,1,Crafton Heights
3399,2,Brighton Heights
3400,1,
3401,1,Northview Heights
3402,1,Sheraden
3403,1,Manchester
3404,1,Homewood South
3405,1,
3406,1,Homewood South
3407,1,Manchester
3408,2,East Hills
3409,2,Homewood West
3410,1,Carrick
3411,1,East Liberty
3412,2,
3413,1,Westwood
3414,1,Hazelwood
3415,1,Highland Park
3416,4,Homewood South
3417,1,East Hills
3418,2,Allentown
3419,1,Knoxville
3420,1,Marshall-Shadeland
3421,3,
3422,1,Homewood North
3423,5,Brookline
3424,2,
3425,1,Homewood West
3426,1,Spring Hill-City View
3427,1,Spring Hill-City View
3428,1,Carrick
3429,1,Sheraden
3430,1,
3431,1,Windgap
3432,4,Perry South
3433,1,Spring Hill-City View
3434,2,South Side Flats
3435,1,Esplen
3436,3,East Hills
3437,1,Central Business District
3438,1,Fineview
3439,2,Hazelwood
3440,1,
3441,1,Marshall-Shadeland
3442,1,East Liberty
3443,1,Esplen
3444,1,Middle Hill
3445,1,Middle Hill
3446,1,Hazelwood
3447,1,California-Kirkbride
3448,1,Central Northside
3449,1,
3450,1,Banksville
3451,1,Central Business District
3452,1,Mount Washington
3453,1,South Side Flats
3454,1,Bluff
3455,1,East Hills
3456,1,Beltzhoover
3457,1,Hazelwood
3458,2,Homewood North
3459,1,East Hills
3460,2,Marshall-Shadeland
3461,1,Central Oakland
3462,1,Marshall-Shadeland
3463,1,Knoxville
3464,1,
3465,1,Homewood South
3466,1,Bluff
3467,1,
3468,1,Homewood North
3469,1,Garfield
3470,1,Homewood South
3471,1,Homewood North
3472,1,Beltzhoover
3473,1,Beechview
3474,1,East Allegheny
3475,1,Carrick
3476,1,Esplen
3477,6,North Oakland
3478,1,Carrick
3479,1,Homewood West
3480,1,East Liberty
3481,1,Northview Heights
3482,2,Perry South
3483,1,Hazelwood
3484,1,Morningside
3485,1,Knoxville
3486,1,Central Northside
3487,1,
3488,1,Hazelwood
3489,3,Brighton Heights
3490,1,Beltzhoover
3491,1,Glen Hazel
3492,1,Allentown
3493,1,
3494,1,Greenfield
3495,1,Manchester
3496,1,Squirrel Hill North
3497,1,Central Northside
3498,1,Elliott
3499,1,Homewood West
3500,2,East Allegheny
3501,1,Beltzhoover
3502,1,Lincoln-Lemington-Belmar
3503,1,Bluff
3504,1,Elliott
3505,1,Crawford-Roberts
3506,1,Bluff
3507,1,Homewood West
3508,2,East Allegheny
3509,1,
3510,1,Perry South
3511,1,Homewood West
3512,1,Perry South
3513,1,Strip District
3514,1,
3515,1,Point Breeze North
3516,1,Mount Washington
3517,1,Shadyside
3518,1,Homewood South
3519,1,Northview Heights
3520,1,Sheraden
3521,1,Central Business District
3522,2,Northview Heights
3523,1,Lincoln-Lemington-Belmar
3524,1,Lincoln-Lemington-Belmar
3525,1,Homewood North
3526,1,South Side Flats
3527,1,Carrick
3528,1,Arlington
3529,1,Brighton Heights
3530,4,Homewood South
3531,1,Middle Hill
3532,1,South Side Flats
3533,1,South Side Flats
3534,1,Perry South
3535,7,Hazelwood
3536,2,Elliott
3537,1,Fineview
3538,5,Squirrel Hill South
3539,2,Mount Washington
3540,1,Northview Heights
3541,1,Northview Heights
3542,1,Brighton Heights
3543,1,Fineview
3544,1,Mount Washington
3545,1,Bedford Dwellings
3546,1,
3547,2,Beechview
3548,1,Sheraden
3549,1,Homewood South
3550,1,Central Business District
3551,1,Homewood South
3552,1,East Hills
3553,1,Spring Hill-City View
3554,4,Homewood South
3555,1,
3556,1,Central Business District
3557,2,Middle Hill
3558,1,
3559,1,East Hills
3560,1,Central Business District
3561,1,
3562,2,Garfield
3563,1,Garfield
3564,1,Sheraden
3565,1,Bedford Dwellings
3566,1,
3567,1,Northview Heights
3568,1,Homewood South
3569,2,
3570,3,
3571,1,
3572,1,Homewood South
3573,1,South Side Flats
3574,1,Sheraden
3575,1,Crafton Heights
3576,1,Upper Hill
3577,1,Upper Hill
3578,1,
3579,1,Perry South
3580,1,North Shore
3581,1,Homewood North
3582,1,Strip District
3583,1,
3584,2,
3585,1,Larimer
3586,1,North Shore
3587,1,Middle Hill
3588,1,Homewood South
3589,2,
3590,1,Allentown
3591,1,Brighton Heights
3592,1,Squirrel Hill South
3593,1,East Hills
3594,1,Elliott
3595,1,Central Business District
3596,1,Lincoln-Lemington-Belmar
3597,1,Sheraden
3598,1,Homewood North
3599,1,Terrace Village
3600,1,
3601,1,Point Breeze
3602,1,Morningside
3603,1,Lincoln-Lemington-Belmar
3604,1,Bedford Dwellings
3605,3,Bedford Dwellings
3606,1,East Hills
3607,1,East Hills
3608,1,East Hills
3609,1,Crafton Heights
3610,1,Larimer
3611,1,Perry South
3612,1,Oakwood
3613,1,Beechview
3614,1,Homewood North
3615,2,East Hills
3616,1,Mount Washington
3617,1,Lower Lawrenceville
3618,1,Knoxville
3619,1,Central Lawrenceville
3620,1,East Liberty
3621,1,Homewood South
3622,1,Allentown
3623,1,
3624,1,Carrick
3625,1,Shadyside
3626,1,
3627,1,Homewood South
3628,1,Glen Hazel
3629,1,East Hills
3630,1,Allentown
3631,1,Point Breeze
3632,1,East Hills
3633,1,
3634,1,Lincoln Place
3635,1,Spring Hill-City View
3636,1,Homewood North
3637,1,
3638,1,Mount Washington
3639,1,Garfield
3640,2,
3641,1,Homewood South
3642,1,Greenfield
3643,1,Middle Hill
3644,1,Esplen
3645,1,South Side Flats
3646,1,Larimer
3647,2,Manchester
3648,2,East Hills
3649,1,Homewood South
3650,1,Larimer
3651,1,Terrace Village
3652,5,Marshall-Shadeland
3653,1,Homewood North
3654,1,Mount Washington
3655,1,Manchester
3656,1,Brookline
3657,1,
3658,1,Manchester
3659,3,Lincoln Place
3660,1,Lincoln-Lemington-Belmar
3661,1,Homewood South
3662,1,Homewood South
3663,1,
3664,1,Fineview
3665,1,
3666,1,Central Lawrenceville
3667,1,Garfield
3668,1,Crawford-Roberts
3669,1,Homewood South
3670,1,Homewood North
3671,1,
3672,1,Allentown
3673,1,Marshall-Shadeland
3674,2,Marshall-Shadeland
3675,1,Homewood South
3676,1,
3677,1,
3678,1,Elliott
3679,1,Hazelwood
3680,1,Middle Hill
3681,1,Central Oakland
3682,1,Polish Hill
3683,1,South Side Flats
3684,1,Lincoln-Lemington-Belmar
3685,2,
3686,1,
3687,1,Allentown
3688,1,Northview Heights
3689,1,Central Business District
3690,1,Central Business District
3691,1,East Hills
3692,1,Marshall-Shadeland
3693,1,Brighton Heights
3694,1,Beechview
3695,1,Carrick
3696,2,Allentown
3697,1,South Side Flats
3698,1,Bloomfield
3699,2,Knoxville
3700,1,Homewood South
3701,1,East Hills
3702,1,East Hills
3703,1,Hazelwood
3704,1,Middle Hill
3705,3,East Hills
3706,2,Crafton Heights
3707,1,Squirrel Hill South
3708,1,
3709,1,Knoxville
3710,1,Northview Heights
3711,1,Homewood South
3712,1,South Side Flats
3713,1,Fineview
3714,2,
3715,1,Homewood South
3716,1,
3717,1,
3718,1,South Side Flats
3719,1,Homewood North
3720,1,
3721,2,Homewood South
3722,1,West End
3723,1,Central Business District
3724,1,East Hills
3725,1,South Side Flats
3726,1,South Side Flats
3727,1,Homewood South
3728,1,
3729,1,Homewood South
3730,2,East Hills
3731,1,Middle Hill
3732,2,Spring Hill-City View
3733,1,Perry North
3734,2,Spring Hill-City View
3735,1,Homewood North
3736,1,Spring Hill-City View
3737,1,Larimer
3738,1,
3739,1,
3740,1,East Hills
3741,1,East Allegheny
3742,1,
3743,1,Squirrel Hill South
3744,1,Hazelwood
3745,1,Carrick
3746,1,East Hills
3747,1,
3748,1,South Side Flats
3749,1,South Side Flats
3750,1,South Side Flats
3751,1,Sheraden
3752,1,Homewood South
3753,2,Overbrook
3754,1,Lincoln-Lemington-Belmar
3755,1,Brookline
3756,1,Lincoln-Lemington-Belmar
3757,2,Windgap
3758,1,Morningside
3759,1,Troy Hill
3760,2,Carrick
3761,2,Larimer
3762,1,Sheraden
3763,1,
3764,1,Allentown
3765,1,South Side Flats
3766,1,Crawford-Roberts
3767,1,Carrick
3768,1,
3769,1,
3770,1,East Allegheny
3771,1,Sheraden
3772,2,Elliott
3773,1,Squirrel Hill South
3774,2,Bluff
3775,1,
3776,1,South Side Flats
3777,1,Homewood West
3778,1,South Side Flats
3779,1,South Side Flats
3780,1,Homewood South
3781,1,South Side Flats
3782,1,Brighton Heights
3783,1,Beechview
3784,1,South Side Flats
3785,1,Greenfield
3786,1,Middle Hill
3787,1,South Side Flats
3788,1,East Hills
3789,1,Point Breeze North
3790,1,
3791,1,Hays
3792,1,South Side Flats
3793,1,South Side Flats
3794,2,Middle Hill
3795,1,
3796,2,Homewood North
3797,1,Homewood South
3798,1,Homewood South
3799,1,Homewood North
3800,1,Lincoln-Lemington-Belmar
3801,1,Fineview
3802,1,South Side Flats
3803,1,Northview Heights
3804,1,South Oakland
3805,1,
3806,1,Homewood North
3807,1,Bedford Dwellings
3808,1,
3809,1,Sheraden
3810,1,
3811,1,Homewood North
3812,1,
3813,1,
3814,1,
3815,1,
3816,1,Crawford-Roberts
3817,1,Knoxville
3818,1,
3819,2,
3820,18,Homewood South
3821,1,Perry North
3822,1,
3823,1,Manchester
3824,1,South Side Slopes
3825,1,Central Northside
3826,1,Manchester
3827,1,Stanton Heights
3828,1,Homewood North
3829,1,Spring Hill-City View
3830,1,Carrick
3831,1,Homewood South
3832,4,Beechview
3833,2,Mount Washington
3834,1,Larimer
3835,1,
3836,2,Bloomfield
3837,1,Sheraden
3838,1,
3839,1,Central Business District
3840,1,Central Business District
3841,1,Point Breeze North
3842,1,Hazelwood
3843,3,
3844,1,South Side Flats
3845,1,
3846,2,Central Business District
3847,1,
3848,1,
3849,1,Sheraden
3850,1,Homewood West
3851,1,
3852,1,Strip District
3853,1,Central Business District
3854,1,Homewood South
3855,1,Homewood South
3856,1,
3857,1,Homewood South
3858,1,Brighton Heights
3859,1,Central Business District
3860,1,Homewood South
3861,1,Arlington
3862,1,Brighton Heights
3863,1,Homewood North
3864,1,Troy Hill
3865,1,South Side Flats
3866,1,Lower Lawrenceville
3867,1,Knoxville
3868,1,East Hills
3869,1,Homewood South
3870,1,Esplen
3871,1,Marshall-Shadeland
3872,1,Homewood North
3873,1,Homewood South
3874,1,
3875,2,Perry South
3876,2,
3877,1,Beechview
3878,1,Knoxville
3879,1,Brighton Heights
3880,2,
3881,1,Brookline
3882,1,Sheraden
3883,1,Perry South
3884,1,Upper Hill
3885,1,Upper Hill
3886,1,Beechview
3887,1,East Liberty
3888,1,
3889,1,South Side Flats
3890,1,
3891,1,Bedford Dwellings
3892,1,
3893,1,Homewood North
3894,1,Homewood West
3895,2,Homewood South
3896,1,Bedford Dwellings
3897,1,Chateau
3898,1,Upper Hill
3899,2,Crafton Heights
3900,1,South Shore
3901,1,
3902,1,
3903,1,East Liberty
3904,1,East Liberty
3905,1,North Shore
3906,1,South Oakland
3907,1,Hays
3908,2,East Liberty
3909,1,Manchester
3910,1,Knoxville
3911,1,South Side Flats
3912,1,Sheraden
3913,1,Homewood South
3914,1,Hazelwood
3915,1,
3916,1,Perry South
3917,1,Middle Hill
3918,1,Allegheny West
3919,1,East Hills
3920,1,Marshall-Shadeland
3921,1,California-Kirkbride
3922,1,Fineview
3923,1,Homewood North
3924,1,Lincoln-Lemington-Belmar
3925,1,Garfield
3926,1,Hazelwood
3927,1,East Hills
3928,1,South Shore
3929,2,Homewood North
3930,1,Marshall-Shadeland
3931,1,Lincoln-Lemington-Belmar
3932,1,Mount Washington
3933,1,Lincoln-Lemington-Belmar
3934,1,Homewood West
3935,1,Lincoln-Lemington-Belmar
3936,1,Brighton Heights
3937,1,
3938,1,Manchester
3939,5,Homewood North
3940,1,Hays
3941,2,Carrick
3942,1,Brookline
3943,1,South Side Flats
3944,2,Central Northside
3945,1,
3946,1,Shadyside
3947,2,Shadyside
3948,1,Fineview
3949,1,Arlington
3950,1,Allentown
3951,1,Perry South
3952,4,Spring Hill-City View
3953,1,Homewood South
3954,1,Homewood West
3955,1,Lincoln-Lemington-Belmar
3956,1,Central Business District
3957,1,Crawford-Roberts
3958,1,
3959,1,Perry South
3960,4,
3961,1,
3962,1,Upper Hill
3963,1,
3964,1,Beechview
3965,2,Mount Washington
3966,1,South Side Flats
3967,1,
3968,2,Crafton Heights
3969,1,Central Lawrenceville
3970,1,
3971,1,Homewood West
3972,1,Homewood North
3973,1,East Hills
3974,1,
3975,1,South Oakland
3976,1,Hazelwood
3977,1,Bluff
3978,1,Lincoln-Lemington-Belmar
3979,1,Homewood North
3980,3,Fineview
3981,1,
3982,1,Banksville
3983,1,Fineview
3984,1,Sheraden
3985,1,Homewood South
3986,1,Brighton Heights
3987,1,
3988,1,Carrick
3989,1,Homewood North
3990,1,
3991,1,Hazelwood
3992,1,South Side Flats
3993,1,Fineview
3994,1,Allegheny Center
3995,1,Knoxville
3996,1,South Oakland
3997,1,Overbrook
3998,1,California-Kirkbride
3999,1,Carrick
4000,1,
4001,1,Central Northside
4002,1,Strip District
4003,1,
4004,2,East Liberty
4005,1,East Hills
4006,1,Larimer
4007,1,Glen Hazel
4008,1,Sheraden
4009,1,West End
4010,1,Stanton Heights
4011,1,
4012,1,Point Breeze North
4013,1,Lincoln-Lemington-Belmar
4014,1,Brookline
4015,1,Point Breeze
4016,1,Westwood
4017,1,Perry South
4018,1,Lincoln Place
4019,1,
4020,1,Beltzhoover
4021,1,Knoxville
4022,1,
4023,1,
4024,1,
4025,1,
4026,1,Marshall-Shadeland
4027,1,North Oakland
4028,1,
4029,1,
4030,1,Carrick
4031,1,Allegheny Center
4032,1,Spring Garden
4033,1,Fineview
4034,3,Arlington
4035,1,Perry South
4036,1,Fineview
4037,1,
4038,1,Larimer
4039,3,Perry South
4040,2,East Hills
4041,2,
4042,2,Larimer
4043,1,Banksville
4044,1,Brookline
4045,1,East Hills
4046,1,California-Kirkbride
4047,1,Morningside
4048,7,Knoxville
4049,1,Carrick
4050,1,Oakwood
4051,2,Garfield
4052,1,
4053,1,Crawford-Roberts
4054,1,
4055,1,Bedford Dwellings
4056,1,Homewood South
4057,1,Bluff
4058,1,
4059,1,Central Business District
4060,1,Sheraden
4061,1,Homewood North
4062,1,Knoxville
4063,1,Perry South
4064,2,Fineview
4065,1,Hazelwood
4066,1,Perry South
4067,1,
4068,1,Homewood South
4069,1,Beechview
4070,1,Perry South
4071,1,Mount Washington
4072,1,Mount Washington
4073,3,Allentown
4074,1,Middle Hill
4075,1,Homewood South
4076,2,
4077,1,Lincoln Place
4078,1,Perry South
4079,2,Sheraden
4080,1,Beechview
4081,1,Homewood South
4082,1,
4083,1,East Hills
4084,3,
4085,1,Homewood South
4086,2,Central Lawrenceville
4087,2,
4088,4,Homewood South
4089,1,North Shore
4090,1,Shadyside
4091,1,Homewood North
4092,1,Middle Hill
4093,2,East Hills
4094,1,Fairywood
4095,1,Homewood South
4096,1,Lincoln-Lemington-Belmar
4097,1,East Allegheny
4098,1,
4099,2,Hazelwood
4100,1,Marshall-Shadeland
4101,1,Brookline
4102,1,Sheraden
4103,2,
4104,1,
4105,1,
4106,1,Knoxville
4107,1,Knoxville
4108,6,Beechview
4109,1,
4110,1,Carrick
4111,9,Marshall-Shadeland
4112,1,Spring Hill-City View
4113,1,East Allegheny
4114,1,Brookline
4115,1,Duquesne Heights
4116,1,Mount Washington
4117,1,Larimer
4118,2,
4119,1,West Oakland
4120,1,Windgap
4121,1,Lincoln-Lemington-Belmar
4122,1,Homewood North
4123,1,Carrick
4124,1,Highland Park
